[18-May-2017 00:36:41 Asia/Tokyo] PHP Fatal error:  Class 'App\Http\Controllers\RakutenRws_Client' not found in /home/ubuntu/workspace/monolist/app/Http/Controllers/ItemsController.php on line 17
[18-May-2017 00:41:51 Asia/Tokyo] PHP  15. Illuminate\Cookie\Middleware\AddQueuedCookiesToResponse->handle() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[18-May-2017 00:41:51 Asia/Tokyo] PHP  16. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Cookie/Middleware/AddQueuedCookiesToResponse.php:37
[18-May-2017 00:41:51 Asia/Tokyo] PHP  17. call_user_func_array:{/home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[18-May-2017 00:41:51 Asia/Tokyo] PHP  18. Illuminate\Session\Middleware\StartSession->handle() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[18-May-2017 00:41:51 Asia/Tokyo] PHP  19. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Session/Middleware/StartSession.php:62
[18-May-2017 00:41:51 Asia/Tokyo] PHP  20. call_user_func_array:{/home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[18-May-2017 00:41:51 Asia/Tokyo] PHP  21. Illuminate\View\Middleware\ShareErrorsFromSession->handle() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[18-May-2017 00:41:51 Asia/Tokyo] PHP  22. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/View/Middleware/ShareErrorsFromSession.php:49
[18-May-2017 00:41:51 Asia/Tokyo] PHP  23. call_user_func_array:{/home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[18-May-2017 00:41:51 Asia/Tokyo] PHP  24. Illuminate\Foundation\Http\Middleware\VerifyCsrfToken->handle() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[18-May-2017 00:41:51 Asia/Tokyo] PHP  25. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Foundation/Http/Middleware/VerifyCsrfToken.php:50
[18-May-2017 00:41:51 Asia/Tokyo] PHP  26. call_user_func:{/home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139
[18-May-2017 00:41:51 Asia/Tokyo] PHP  27. Illuminate\Foundation\Http\Kernel->Illuminate\Foundation\Http\{closure}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139
[18-May-2017 00:41:51 Asia/Tokyo] PHP  28. Illuminate\Routing\Router->dispatch() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php:236
[18-May-2017 00:41:51 Asia/Tokyo] PHP  29. Illuminate\Routing\Router->dispatchToRoute() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Routing/Router.php:635
[18-May-2017 00:41:51 Asia/Tokyo] PHP  30. Illuminate\Routing\Router->runRouteWithinStack() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Routing/Router.php:675
[18-May-2017 00:41:51 Asia/Tokyo] PHP  31. Illuminate\Pipeline\Pipeline->then() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Routing/Router.php:710
[18-May-2017 00:41:51 Asia/Tokyo] PHP  32. call_user_func:{/home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[18-May-2017 00:41:51 Asia/Tokyo] PHP  33. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[18-May-2017 00:41:51 Asia/Tokyo] PHP  34. call_user_func_array:{/home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[18-May-2017 00:41:51 Asia/Tokyo] PHP  35. App\Http\Middleware\Authenticate->handle() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[18-May-2017 00:41:51 Asia/Tokyo] PHP  36. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/monolist/app/Http/Middleware/Authenticate.php:45
[18-May-2017 00:41:51 Asia/Tokyo] PHP  37. call_user_func:{/home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139
[18-May-2017 00:41:51 Asia/Tokyo] PHP  38. Illuminate\Routing\Router->Illuminate\Routing\{closure}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139
[18-May-2017 00:41:51 Asia/Tokyo] PHP  39. Illuminate\Routing\Route->run() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Routing/Router.php:708
[18-May-2017 00:41:51 Asia/Tokyo] PHP  40. Illuminate\Routing\Route->runWithCustomDispatcher() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Routing/Route.php:134
[18-May-2017 00:41:51 Asia/Tokyo] PHP  41. Illuminate\Routing\ControllerDispatcher->dispatch() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Routing/Route.php:203
[18-May-2017 00:41:51 Asia/Tokyo] PHP  42. Illuminate\Routing\ControllerDispatcher->callWithinStack() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:69
[18-May-2017 00:41:51 Asia/Tokyo] PHP  43. Illuminate\Pipeline\Pipeline->then() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:114
[18-May-2017 00:41:51 Asia/Tokyo] PHP  44. call_user_func:{/home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[18-May-2017 00:41:51 Asia/Tokyo] PHP  45. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[18-May-2017 00:41:51 Asia/Tokyo] PHP  46. call_user_func:{/home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139
[18-May-2017 00:41:51 Asia/Tokyo] PHP  47. Illuminate\Routing\ControllerDispatcher->Illuminate\Routing\{closure}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139
[18-May-2017 00:41:51 Asia/Tokyo] PHP  48. Illuminate\Routing\ControllerDispatcher->call() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:112
[18-May-2017 00:41:51 Asia/Tokyo] PHP  49. Illuminate\Routing\Controller->callAction() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:164
[18-May-2017 00:41:51 Asia/Tokyo] PHP  50. call_user_func_array:{/home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Routing/Controller.php:256}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Routing/Controller.php:256
[18-May-2017 00:41:51 Asia/Tokyo] PHP  51. App\Http\Controllers\ItemsController->create() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Routing/Controller.php:256
[20-May-2017 06:38:55 Asia/Tokyo] PHP Fatal error:  Class '\App\User' not found in /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Auth/EloquentUserProvider.php on line 126
[20-May-2017 06:38:55 Asia/Tokyo] PHP Stack trace:
[20-May-2017 06:38:55 Asia/Tokyo] PHP   1. {main}() /home/ubuntu/workspace/monolist/server.php:0
[20-May-2017 06:38:55 Asia/Tokyo] PHP   2. require_once() /home/ubuntu/workspace/monolist/server.php:21
[20-May-2017 06:38:55 Asia/Tokyo] PHP   3. Illuminate\Foundation\Http\Kernel->handle() /home/ubuntu/workspace/monolist/public/index.php:54
[20-May-2017 06:38:55 Asia/Tokyo] PHP   4. Illuminate\Foundation\Http\Kernel->sendRequestThroughRouter() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php:87
[20-May-2017 06:38:55 Asia/Tokyo] PHP   5. Illuminate\Pipeline\Pipeline->then() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php:122
[20-May-2017 06:38:55 Asia/Tokyo] PHP   6. call_user_func:{/home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[20-May-2017 06:38:55 Asia/Tokyo] PHP   7. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[20-May-2017 06:38:55 Asia/Tokyo] PHP   8. call_user_func_array:{/home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[20-May-2017 06:38:55 Asia/Tokyo] PHP   9. Illuminate\Foundation\Http\Middleware\CheckForMaintenanceMode->handle() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[20-May-2017 06:38:55 Asia/Tokyo] PHP  10. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Foundation/Http/Middleware/CheckForMaintenanceMode.php:44
[20-May-2017 06:38:55 Asia/Tokyo] PHP  11. call_user_func_array:{/home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[20-May-2017 06:38:55 Asia/Tokyo] PHP  12. Illuminate\Cookie\Middleware\EncryptCookies->handle() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[20-May-2017 06:38:55 Asia/Tokyo] PHP  13. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Cookie/Middleware/EncryptCookies.php:59
[20-May-2017 06:38:55 Asia/Tokyo] PHP  14. call_user_func_array:{/home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[20-May-2017 06:38:55 Asia/Tokyo] PHP  15. Illuminate\Cookie\Middleware\AddQueuedCookiesToResponse->handle() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[20-May-2017 06:38:55 Asia/Tokyo] PHP  16. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Cookie/Middleware/AddQueuedCookiesToResponse.php:37
[20-May-2017 06:38:55 Asia/Tokyo] PHP  17. call_user_func_array:{/home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[20-May-2017 06:38:55 Asia/Tokyo] PHP  18. Illuminate\Session\Middleware\StartSession->handle() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[20-May-2017 06:38:55 Asia/Tokyo] PHP  19. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Session/Middleware/StartSession.php:62
[20-May-2017 06:38:55 Asia/Tokyo] PHP  20. call_user_func_array:{/home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[20-May-2017 06:38:55 Asia/Tokyo] PHP  21. Illuminate\View\Middleware\ShareErrorsFromSession->handle() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[20-May-2017 06:38:55 Asia/Tokyo] PHP  22. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/View/Middleware/ShareErrorsFromSession.php:49
[20-May-2017 06:38:55 Asia/Tokyo] PHP  23. call_user_func_array:{/home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[20-May-2017 06:38:55 Asia/Tokyo] PHP  24. Illuminate\Foundation\Http\Middleware\VerifyCsrfToken->handle() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[20-May-2017 06:38:55 Asia/Tokyo] PHP  25. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Foundation/Http/Middleware/VerifyCsrfToken.php:50
[20-May-2017 06:38:55 Asia/Tokyo] PHP  26. call_user_func:{/home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139
[20-May-2017 06:38:55 Asia/Tokyo] PHP  27. Illuminate\Foundation\Http\Kernel->Illuminate\Foundation\Http\{closure}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139
[20-May-2017 06:38:55 Asia/Tokyo] PHP  28. Illuminate\Routing\Router->dispatch() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php:236
[20-May-2017 06:38:55 Asia/Tokyo] PHP  29. Illuminate\Routing\Router->dispatchToRoute() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Routing/Router.php:635
[20-May-2017 06:38:55 Asia/Tokyo] PHP  30. Illuminate\Routing\Router->runRouteWithinStack() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Routing/Router.php:675
[20-May-2017 06:38:55 Asia/Tokyo] PHP  31. Illuminate\Pipeline\Pipeline->then() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Routing/Router.php:710
[20-May-2017 06:38:55 Asia/Tokyo] PHP  32. call_user_func:{/home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[20-May-2017 06:38:55 Asia/Tokyo] PHP  33. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[20-May-2017 06:38:55 Asia/Tokyo] PHP  34. call_user_func:{/home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139
[20-May-2017 06:38:55 Asia/Tokyo] PHP  35. Illuminate\Routing\Router->Illuminate\Routing\{closure}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139
[20-May-2017 06:38:55 Asia/Tokyo] PHP  36. Illuminate\Routing\Route->run() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Routing/Router.php:708
[20-May-2017 06:38:55 Asia/Tokyo] PHP  37. Illuminate\Routing\Route->runWithCustomDispatcher() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Routing/Route.php:134
[20-May-2017 06:38:55 Asia/Tokyo] PHP  38. Illuminate\Routing\ControllerDispatcher->dispatch() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Routing/Route.php:203
[20-May-2017 06:38:55 Asia/Tokyo] PHP  39. Illuminate\Routing\ControllerDispatcher->callWithinStack() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:69
[20-May-2017 06:38:55 Asia/Tokyo] PHP  40. Illuminate\Pipeline\Pipeline->then() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:114
[20-May-2017 06:38:55 Asia/Tokyo] PHP  41. call_user_func:{/home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[20-May-2017 06:38:55 Asia/Tokyo] PHP  42. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[20-May-2017 06:38:55 Asia/Tokyo] PHP  43. call_user_func:{/home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139
[20-May-2017 06:38:55 Asia/Tokyo] PHP  44. Illuminate\Routing\ControllerDispatcher->Illuminate\Routing\{closure}() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139
[20-May-2017 06:38:55 Asia/Tokyo] PHP  45. Illuminate\Routing\Router->prepareResponse() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:113
[20-May-2017 06:38:55 Asia/Tokyo] PHP  46. Symfony\Component\HttpFoundation\Response->__construct() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Routing/Router.php:1229
[20-May-2017 06:38:55 Asia/Tokyo] PHP  47. Illuminate\Http\Response->setContent() /home/ubuntu/workspace/monolist/vendor/symfony/http-foundation/Response.php:202
[20-May-2017 06:38:55 Asia/Tokyo] PHP  48. Illuminate\View\View->render() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Http/Response.php:51
[20-May-2017 06:38:55 Asia/Tokyo] PHP  49. Illuminate\View\View->renderContents() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/View/View.php:83
[20-May-2017 06:38:55 Asia/Tokyo] PHP  50. Illuminate\View\View->getContents() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/View/View.php:118
[20-May-2017 06:38:55 Asia/Tokyo] PHP  51. Illuminate\View\Engines\CompilerEngine->get() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/View/View.php:147
[20-May-2017 06:38:55 Asia/Tokyo] PHP  52. Illuminate\View\Engines\PhpEngine->evaluatePath() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/View/Engines/CompilerEngine.php:58
[20-May-2017 06:38:55 Asia/Tokyo] PHP  53. include() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/View/Engines/PhpEngine.php:42
[20-May-2017 06:38:55 Asia/Tokyo] PHP  54. Illuminate\Support\Facades\Auth::check() /home/ubuntu/workspace/monolist/storage/framework/views/5f13e4eba5c80c7712469d1529ef2dcb:6
[20-May-2017 06:38:55 Asia/Tokyo] PHP  55. Illuminate\Support\Facades\Facade::__callStatic() /home/ubuntu/workspace/monolist/storage/framework/views/5f13e4eba5c80c7712469d1529ef2dcb:6
[20-May-2017 06:38:55 Asia/Tokyo] PHP  56. Illuminate\Auth\AuthManager->check() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Support/Facades/Facade.php:213
[20-May-2017 06:38:55 Asia/Tokyo] PHP  57. Illuminate\Support\Manager->__call() /home/ubuntu/workspace/monolist/vendor/laravel/framework/src/Illuminate/Support/Facades/Facade.php:213
